source,target,weight
M_40-49_B,F_40-49_D,861.973293464367
M_40-49_B,M_60-69_A,61.06098843885375
M_40-49_B,F_80-plus_B,51.88179763875841
M_40-49_B,F_80-plus_A,12.9998362146981
M_40-49_B,F_18-24_E,2155.447309629168
M_40-49_B,M_18-24_B,673.3198304121383
M_40-49_B,M_80-plus_B,54.047353375376204
M_40-49_B,M_70-79_A,34.830863690154125
M_40-49_B,M_70-79_B,139.16709795723554
M_40-49_B,F_30-39_D,1011.22381247489
M_40-49_B,M_18-24_A,168.32995760238586
M_40-49_B,M_40-49_C,3155.0892585964516
M_40-49_B,M_25-29_D,581.3831918290015
M_40-49_B,F_40-49_C,2981.6331885603167
M_40-49_B,F_70-79_E,462.28109740313863
M_40-49_B,M_40-49_A,172.38453502446472
M_40-49_B,F_70-79_B,136.4640250113263
M_40-49_B,F_30-39_B,764.3585109606369
M_40-49_B,F_25-29_D,557.9489089268417
M_40-49_B,M_60-69_E,826.7403411060767
M_40-49_B,F_40-49_E,2206.9153414381185
M_40-49_B,M_30-39_D,1059.617575998216
M_40-49_B,F_60-69_B,235.3630196055941
M_40-49_B,M_40-49_D,912.1402238336433
M_40-49_B,F_18-24_B,636.208160328803
M_40-49_B,M_60-69_D,322.90412415420326
M_40-49_B,M_50-59_A,116.85898266049767
M_40-49_B,M_18-24_D,890.7497931828428
M_80-plus_A,M_60-69_B,4.831068432392585
M_80-plus_A,F_60-69_E,15.840921089499185
M_80-plus_A,F_40-49_A,3.2375426473296396
M_80-plus_A,M_50-59_E,31.577529929310526
M_80-plus_A,F_70-79_D,3.594191215107767
M_80-plus_A,F_25-29_B,8.37691356051689
M_80-plus_A,F_70-79_A,0.6787547966781511
M_80-plus_A,F_30-39_E,51.271802518481636
M_80-plus_A,M_80-plus_E,3.7555940870938556
M_80-plus_A,M_25-29_B,8.778818095280629
M_80-plus_A,F_25-29_A,2.094708824612668
M_80-plus_A,M_60-69_C,22.114456419249297
M_80-plus_A,F_50-59_A,2.1389324553951616
M_80-plus_A,F_25-29_C,38.33571801170989
M_80-plus_A,F_18-24_C,57.589148414727916
M_80-plus_A,M_80-plus_D,1.4668124464288006
M_80-plus_A,M_70-79_C,12.6448306546443
M_80-plus_A,M_30-39_B,15.829101946668855
M_80-plus_A,F_18-24_D,16.647972760183407
M_80-plus_A,F_60-69_C,21.402871459787
M_80-plus_A,F_18-24_A,3.146507203262459
M_80-plus_A,F_40-49_B,12.947213273244946
M_80-plus_A,F_50-59_D,11.316028806900663
M_80-plus_A,F_50-59_B,8.551824943548295
M_80-plus_A,M_30-39_A,3.9572754866515103
M_80-plus_A,F_50-59_E,28.9732725686695
M_80-plus_A,M_25-29_E,29.733844282540545
M_80-plus_A,M_50-59_D,12.333716391205277
M_80-plus_A,M_30-39_E,53.6252653026961
M_80-plus_A,F_30-39_A,3.7858360838636504
M_80-plus_A,M_70-79_D,3.654925069734475
M_80-plus_A,M_80-plus_C,5.073626416898514
M_80-plus_A,F_50-59_C,39.14344901570105
M_80-plus_A,M_25-29_A,2.1947045238115246
M_80-plus_A,M_70-79_E,9.357376144132035
M_80-plus_A,F_80-plus_E,3.585008599686022
M_80-plus_A,F_30-39_C,69.2717286319837
M_80-plus_A,F_80-plus_D,1.4001689486939717
M_80-plus_A,M_50-59_B,9.32018526549051
M_80-plus_A,M_18-24_C,61.4058210759941
